自	oneself		The same meaning of <i>oneself</i> can be kept when this character is used as a primitive element, but you will generally find it better to give it the meaning of <i>nose</i> or <i>nostrils</i>, both because it accords with the story above and because it is the first part of the character for <i>nose</i> (frame 575).	zì	0032	6	You can think of this character as a stylized pictograph of the nose, that little <i>drop</i> that Mother Nature set between your <i>eyes</i>. The Chinese often refer to themselves by pointing a finger at their nose―giving us an easy way to remember the character for <b>oneself</b>. [6]	(not self)		自		oneself, self; personal
白	white		As a primitive, this character can either retain its meaning of <i>white</i> or take the more graphic meaning of a <i>white bird</i> or <i>dove</i>. This stems from the fact that it appears at the top of the character for <i>bird</i>, which we shall get to later (frame 1396).	bái	0033	5	The color <b>white</b> is a mixture of all the primary colors, both for pigments and for light, as we see when a prism breaks up the rays of the <i>sun</i>. Hence, a single <i>drop</i> of <i>sun</i> spells <b>white</b>. [5]			白		white, pure, unblemished; clear, plain
百	hundred			bǎi	0034	6	"When the Japanese borrowed the Chinese characters, they often played with their shapes to find interesting connections. For example, they came to refer to a person's 99th birthday as the start of the ""<i>white</i> year"" because <i>white</i> is the character you are left with if you subtract <i>one</i> from a <b>hundred</b>. [6]"			百		hundred; numerous
皂	Soap			zào	0035	7	Whatever the color of the <b>soap</b> that this character refers to, it does the same trick of <i>cutting</i> the grease and grime to make things <i>white</i>. That's a bit too abstract and reasonable, though, so you may want to imagine looking at the soap under a microscope and seeing little whirling blades <i>dicing</i> the blotches of dirt one by one until everything turns <i>white</i>. [7]			皂		soap; black
中	Middle			zhōng	0036	4	"The elements in this character are a <i>walking stick</i> and a <i>mouth</i>. The connotation we will associate with the key word <b>middle</b> is that period of life known as <b>middle</b> age, so called because it is the time in your life when you have trouble with your expanding ""<b>middle</b>."" More often than not, the expansion has to do with eating more and moving around less. This character has the<br />grotesque image of a person with a <i>walking stick</i> jammed into his <i>mouth</i>, the more easily to shovel food in without the interference of the tedious exercise of opening and closing it. [4]<br />Note the indicator that the character for <b>middle</b> can be used as either a noun or an adjective. Where no part of speech is indicated, assume the most common. In the case of the former frame, for example, <i>soap</i> might be taken as a verb, but one's first thought goes to the noun, which is a good place to start for that character. Be aware, though, that even where one part of speech is indicated for a character, other possibilities may exist."			中		center, middle; central; in the midst of; ALSO: China
千	thousand			qiān	0037	3	This character is almost too simple to pull apart, but for the sake of practice, have a look at the <i>eyedropper</i> above and the <i>ten</i> below. Now put the elements together by thinking of squeezing two more zeros out of an eyedropper alongside the number <i>ten</i> to make it a <b>thousand</b>. [3]			千		thousand; a multitude
舌	Tongue			shé	0038	6	"The characters for <i>mouth</i> and <i>thousand</i> naturally form the idea of <b>tongue</b> if one thinks of a <i>thousand</i> <i>mouths</i> able to speak the same language, or as we say, ""sharing a common <b>tongue</b>."" It is easy to see the connection between the idiom and the character if you take its image literally: a single <b>tongue</b> being passed around from <i>mouth</i> to <i>mouth</i>. [6]"			舌		tongue
升	Liter			shēng	0039	4	Think of a one-<b>liter</b> carafe (the kind you might serve drinks in) filled not with milk or wine but with a <i>thousand</i> sharp <i>needles</i>. You may well wonder what they are doing there, but the answer is simple: it's a kind of sports drink for a robot. [4]			升		metric liter MW (also written 公升; gōngshēng)
昇	to rise up			shēng	0040	8	Keeping the image from the last frame, we have here a <i>liter</i> carafe with a <i>sun</i> above it. Conveniently, the connotation of the key word <b>rise up</b> is what the <i>sun</i> does in the morning, just before breakfast. Can you actually SEE it <b>rising up</b> out of the <i>liter</i> carafe of freshly squeezed <i>Sun</i>kist orange juice on your breakfast table? [8]			升		to raise, hoist; promote; ascend
丸	Pill		As a primitive, this element takes the meaning of a <i>bottle of pills</i>.	wán	0041	3	One of the scourges of sports like modern baseball has been the use of performance-enhancing drugs, those tiny little pills that have helped turn honest competition into cut-throat business. Now look at the character and picture it as a bottle of pills hanging on the thigh of a baseball player like a pez dispenser, ready for the popping as the need arises. [3]			丸		pill, pellet, small round object; ball
卜	Divination		When using this character as a primitive, we will stick with the meaning of a <i>divining rod</i> or a <i>magic wand</i>.	bǔ	0042	2				卜		fortune telling; prophesy; to divine; foretell
占	to tell fortunes			zhān	0043	5	This is one of those characters that is a real joy of simplicity: a <i>divining rod</i> with a <i>mouth</i> ― which are the two ingredients needed to <b>tell fortunes</b>. Note how the movement from top to bottom (the movement in which the characters are written) is also the order of the elements which make up our story and of the key word itself: first <i>divining rod</i>, then <i>mouth</i>. This will not always be possible, but where it is, memory has almost no work at all to do. [5]			占		to divine; practice divination
上	above			shàng	0044	3	"The two directions, <b>above</b> and <i>below</i>, are usually pointed at with the finger. But the characters do not follow that custom, so we have to choose something else, easily remembered. The primitives show a <i>magic wand</i> standing <b>above</b> a <i>floor</i> ― ""magically,"" you might say. Anyway, go right on to the next frame, since the two belong together and are best remembered as a unit, just as the words <b>above</b> and <i>below</i> suggest each other. [3]"			上		top, superior, above, highest; to go up, forge ahead
下	below			xìa	0045	3	Here we see our famous <i>magic wand</i> hanging, all on its own, <b>below</b> the <i>ceiling</i>, as you probably already guessed would happen. In addition to giving us two new characters, the two shapes in this and the preceding frame also serve to illustrate the difference between the primitive meanings for <i>ceiling</i> and <i>floor</i>: it all depends on whether the single horizontal line stands above or <b>below</b> the primitive element to which it is related. [3]			下		under, underneath, below, down; inferior; to bring down
卡	Card			kǎ	0046	5	The key word <b>card</b> can stand for all sorts of things, but let's settle on a credit <b>card</b> for our image. Perhaps the first thing that comes to mind is the picture of a shopkeeper sliding your credit <b>card</b> up and down (from <i>above</i> to <i>below</i> and back again) in the reading machine to record your transaction. Now imagine her doing it fast and furiously, again and again, with increasing impatience until your poor <b>card</b> is whittled away to a small strip of plastic. [5]	(credit card)		卡		card, punch card
卓	eminent			zhuó	0047	8	The word <b>eminent</b> suggests a famous or well-known person. So all you need to do―given the primitives of a <i>magic wand</i> and a <i>sunflower</i> ― is to think of the world's most <b>eminent</b> magician as one who uses a <i>sunflower</i> for a <i>magic wand</i> (like a flower-child who goes around turning the world into peace and love). [8]			卓		profound, eminent, lofty
朝	Dynasty			cháo	0048	12	It is easy to imagine one of the great <b>dynasties</b> of China in all its glory. Now all we have to figure out is what the elements <i>moon</i> and <i>mist</i> have to do with it. Picture a great palace with a powerful emperor seated on a throne in its innermost court. To keep the Wizard-of-Oz illusion that this power is beyond question and beyond the understanding of the masses, the whole complex is kept permanently shrouded in <i>mist</i>. How do they do it, you ask. On one side of the throne is a servant pulling on a cord to wave a gigantic fan back and forth. On the other, a servant with a long cord hooked on a corner of the quarter <i>moon</i>. When he pulls on it, the <i>moon</i> tilts over and spills out a month's supply of <i>mist</i> that keeps the myth of the dynasty alive. [12]			朝		dynasty, imperial court; ALSO: Korea<br>towards<br>to face<br>facing<br>direct<br>a dynasty<br>the imperial court<br>open to
嘲	to ridicule			cháo	0049	15	"If you read off the elements in the character, you have something like ""<i>mouthing</i> off at the <i>dynasty</i>!"" When we think of what we commonly <b>ridicule</b> in civilized society, one of the oldest and most universal targets is the ruling elite. Who better to deride than one's leaders? Again, the explanation is too rational, so turn it into a story that has you <b>ridiculing</b> a particular <i>dynasty</i>'s court with particular buffoonery. [15]"	(not&nbsp;<i>to mock</i>)		嘲		to ridicule, mock, deride, scorn
只	only			zhǐ	0050	5	"When we run across abstract key words like this one, the best<br>way to get an image is to recall some common but suggestive<br>phrase in which the word appears. For instance, we can think<br>of the expression ""it's the only one of its kind."" Then we imagine<br>a barker at a side-show advertising some strange pac-man like<br>creature he has inside his tent, with only a gigantic mouth and<br>two wee animal legs. [5]"			只		only, merely, just, but
貝	Shellfish		When this character is used as a primitive, in addition to <i>shellfish</i>, the meanings <i>shells</i>, <i>oysters</i>, and <i>clams</i> will often come in handy.	bèi	0051	7	To remember the primitive elements that make up this charac-<br />ter, an <i>eye</i> and <i>animal legs</i>, you might be tempted to think of it<br />as a pictograph of a <b>shellfish</b> with its ridged shell at the top and<br />two little <i>legs</i> sticking out of the bottom. But that might not help<br />you recall later just how many ridges to put on the shell. Better<br />to imagine a freakish <b>shellfish</b> with a single, gigantic <i>eye</i> roam-<br />ing the beaches on its slender little <i>legs</i>, scaring the wits out of<br />the sunbathers. [7]		note: never right side	贝		shellfish; sea shell; money
貼	to paste			tiē	0052	12	Think here of brushing on an adhesive, as when you paste<br />something on a billboard. Here we have an oyster pasting a<br />poster on his back to advertise his services in the dubious occu-<br />pation of one who tells fortunes. Try to imagine the problem<br />he would have reaching his back with the brush to paste, and<br />then see him strutting around and calling out, &quot;Fortunes to tell!<br />Fortunes to tell!&quot; [12]			贴		to paste to, stick on, glue; attached to
貞	chaste			zhēn	0053	9	You have heard of Diogenes running around with his lamp<br />looking for an honest man. Here we have an image of the<br />famous shellfish, Oysterogenes, running around with his divin-<br />ing rod looking for a chaste man. We leave it to you to decide<br />which one has the better luck in his quest. [9]		//clamshell around penis//	贞		virtuous, chaste, pure; loyal
員	Employee			yuán	0054	10	How do we get a mouth over a shellfish to mean an employee?<br />Simple. Just remember the advice new employees get about<br />keeping their mouths shut and doing their jobs, and then make<br />that more graphic by picturing an office building full of white-<br />collar workers scurrying around with clams pinched to their<br />mouths. [10]			员		employee, assistant; personnel, staff member
見	to see			jiàn	0055	7	The elements that compose the character for see are the eye<br />firmly fixed to a pair of human legs. Surely, somewhere in your<br />experience, there is a vivid image just waiting to be dragged up<br />to help you remember this character.... [7]			见		see, observe, behold; percieve
元	Beginning			yuán	0056	4	"""In the beginning..."" starts that marvelous shelf of books we<br />call the Bible. It talks about how all things were made, and tells<br />us that when it came to humanity the Creator made two of<br />them, man and woman. While we presume two were made of<br />every other creature as well, we are not told as much. Hence we<br />need only two and a pair of human legs to come to the character<br />that means beginning. [4]"	(<u>not</u> <i>to begin</i>)		元		origin; first, primary; dollar; ALSO: Yuan dynasty
頁	Page		As a primitive, this character often takes the unrelated meaning of a <i>head </i>(preferably one detached from its body), derived from the character for <i>head </i>(frame 1067).	yè	0057	9	"What we have to do here is turn a shellfish into a page of a book.<br>The one at the top tells us that we only get a rather short book,<br>in fact a book of only one page. Imagine a title printed on the<br>shell of an oyster, let us say ""Pearl of Wisdom,"" and then open<br>the quaint book to its one and only page, on which you find a<br>single, radiant drop of wisdom, one of the masterpiece poems of<br>nature. [9]"			页		page; leaf
頑	stubborn			wán	0058	13	This character refers to a blockhead, a persistently stubborn<br />person who sticks to an idea or a plan just the way it was at the<br />beginning, without letting anything that comes up along the way<br />alter things in the least. The explanation makes &quot;sense,&quot; but is<br />hard to remember because the word &quot;beginning&quot; is too abstract.<br />Back up to the image we used two frames ago―Adam and Eve<br />in their Eden―and try again: The root of all this goes back to<br />the beginning, with two brothers each defending his own way<br />of life and asking their God to bless it favorably. Abel stuck to<br />agriculture, Cain to animal-raising. Picture these two seeking<br />the favors of heaven, one of them with an unusually stubborn<br />grimace on his face. No wonder something unfortunate hap-<br />pened! [13]			顽		obstinate, stubborn; recalcitrant
凡	ordinary			fán	0059	3	"While we refer to something insignificant as a ""drop in the<br />bucket,"" the character for ordinary shows us a ""drop in the<br />wind"" To make the image stick as clearly as water dropping into<br />a bucket, stop and think of something really ordinary and then<br />say, ""It's just a drop in the wind""―and imagine what that might<br />actually look like. [3]"			凡		ordinary, common, mundane
肌	Muscle			jī	0060	6	One of the more common ways of testing the strength of one's<br />muscles is to lock hands with a local hulk on a small table top<br />and arm wrestle. This is the image here, depicted by the ele-<br />ments for part of the body and small table. The muscle is, there-<br />fore, the part of the body you test by literally bringing it to the<br />small table. [6]	(full character)		肌		flesh; muscle
負	defeated			fù	0061	9	Above we have the condensed form of bound up, and below, the<br>familiar shellfish. Now imagine two oysters engaged in shell-to-<br>shell combat, the one who is defeated being bound and gagged<br>with seaweed, the victor towering triumphantly over it. The<br>bound shellfish thus becomes the symbol for anyone or any-<br>thing that has been defeated. [9]			负		to lose; to be burdened; negative (math)
勻	uniform			yún	0062	4	The two primitives bound up and two (clearer in the hand-<br />drawn form) combine to give the meaning of uniform. One<br />of the real challenges for primary school teachers is to keep<br />students from scattering every which direction. If you think<br />of the final touch to a school outfit, the shoes, and then recall<br />the childhood jingle, &quot;One, two, buckle my shoe,&quot; the solution<br />is near at hand. Instead of having children buckle their shoes,<br />they can be taught to tie their shoelaces together by changing<br />the lyrics to read &quot;One, two, bind up my shoes.&quot; This keeps them<br />from straying very far from the group and helps teachers pro-<br />vide a uniform education. [4]			匀		equal; evenly (divided); uniform
句	Sentence			jù	0063	5	By combining the two primitives bound up and mouth, it is easy<br>to see how this character can have the meaning of a sentence.<br>The mouth suggests it is a spoken sentence. To be more precise,<br>it is a cluster of words bound up tightly and neatly so that they<br>will fit in your mouth. [5]			句		sentence, phrase, clause; MW for verse
旬	Decameron			xún	0064	6	There simply is not a good phrase in English for the block of ten<br />days which this character represents. So we resurrect the classi-<br />cal term decameron, whose connotations the tales of Boccaccio<br />have done much to enrich. Actually, it refers to a journey of<br />ten days taken by a band of people―that is, a group of people<br />bound together for the days of the decameron. [6]			旬		a ten-day period
勺	Ladle		If you want to bind up drops of anything―water, soup, lemon-<br>ade―you use something to scoop these drops up, which is what<br>we call a ladle. See the last drop left inside the ladle? [3]	sháo	0065	3				勺		spoon, ladle; (unit of volume = 10 ml)
的	Bull’s Eye			de	0066	8	"The elements white bird and ladle easily suggest the image of<br>a bull's eye if you imagine a rusty old ladle with a bull's eye<br>painted on it in the form of a tiny white bird, who lets out a little<br>""peep"" every time you hit the target.<br>This is the most frequently used character in Chinese, serv-<br>ing a number of common grammatical functions. But―it also<br>means bull's eye. [8]"			的		"[possessive marker]; as (dì) = ""aim"""
首	Heads			shǒu	0067	9	Reading this character from the top down, we have: horns ...<br>nose. Together they bring to mind the picture of a moose-head<br>hanging on the den wall, with its great horns and long nose. The<br>plural form is used to stress the frequent metaphorical use of<br>the term to refer to various kinds of heads, including heads of<br>state. It might help to see a number of the latter lined up on the<br>den wall alongside the moose, each fitted out with antlers and a<br>whopper of a nose.<br>Here we get a good look at what we mentioned when we first<br>introduced the element for horns: that they can never be left<br>floating free and require an extra horizontal stroke to prevent<br>that from happening, as is the case here. [9]			首		head, chief, leader; first (occasion or thing); MW for poems
直	straight			zhí	0068	8	Think of the first two elements, ten eyes, as referring to a group<br>of five scientists working together on a top-secret, million-<br>dollar project to draw a straight line on the floor without the<br>aid of special equipment. In the end, all ten eyes verify that it<br>is straight, leaving no doubt that the use of government funds<br>was fully justified. Time to apply for another grant.<br>Note how the first two strokes of the element for eye are made<br>a little longer so that they can touch the final stroke. The same<br>thing will happen in the following three characters, and later on<br>as well, so pay particular attention to the stroke order below. [8]			直		straight, vertical, upright, erect; frank, candid
置	to set up			zhì	0069	13	Think of having to set up the net for a badminton or volleyball<br>game. One of the main problems is how to keep the net in a<br>straight line so that it doesn't sag in the middle. Which is just<br>what this character shows us. [13]			置		place, arrange, lay out; set aside
具	Tool			jù	0070	8	Here is the full character on which the primitive of the last<br />frame is based. If you can think of a table full of carpenter's<br />tools of all sorts, each equipped with its own eye so that it can<br />keep a watch over what you are doing with it, you won't have<br />trouble later keeping the primitive and the character apart. [8]			具		tool, instrument, device; equipment
真	true			zhēn	0071	10	Here is an example of how there can be different ways of identi-<br />fying the primitive elements that make up a character. The most<br />obvious is straight and animal legs, but the character could as<br />well be analyzed into ten and tool. Let's choose the latter.<br />How do you know if something is true or not? What if there<br />were a kit of ten tools you could count on to run a test? Well, at<br />least when it comes to asking whether people are really true to<br />themselves, the ten commandments are a good start. [10]<br />			真		real, true, actual, genuine
工	the Work		Since the key word can be too abstract when used as a primitive element, we will often revert to the clearer image of an <i>I-beam</i>.	gōng	0072	3	The pictograph of an I-beam, like the kind that is used in heavy<br>construction work on buildings and bridges, gives us the char-<br>acter for work. [3]			工		work, labor, worker; working class; skill, (cp: 唱工; chànggōng; the art of singing)
左	Left			zuǒ	0073	5	"By combining the last two frames and reading the results, we<br>get: by ones side... work. Conveniently, the left has traditionally<br>been considered the ""sinister"" side, where dark and occult works<br>are cultivated and carried out. [5]"			左		left, lefthand; unorthodox, improper; leftwing
右	Right			yòu	0074	5	"When thinking of the key word right, in order to avoid con-<br>fusion with the previous frame, take advantage of the double<br>meaning here. Imagine a little mouth hanging down by one's<br>side―one's right side, of course―like a little voice of conscience<br>telling one the ""right"" thing to do. [5]"			右		right, righthand; rightwing
有	to possess			yǒu	0075	6	The picture here is a slab of flesh dangling by one's side, perhaps<br>from a belt or rope tied around the waist. While we normally<br>think of things that we have and possess, we also know that<br>there are things that can have and possess us. Such cases might<br>be likened to an evil spirit possessing one's soul. This character<br>suggests a way to exorcize it: hang a slab of fresh flesh by one's<br>side until it begins to putrefy and stink so bad that the demon<br>departs. Take careful note of the stroke order. [6]			有		have, own, possess; exist
賄	bribe			huì	0076	13	To the left we have the primitive for a shellfish, and to the right,<br />the character we just learned for possess. Keep the connotation<br />of the last frame for the word possess, and now expand your<br />image of shells to include the ancient value they had as money<br />(a usage that will come in very helpful later on). Now people<br />who are possessed by shells are likely to abandon any higher<br />principles to acquire more and more wealth. These are the easi-<br />est ones to persuade with a bribe of a few extra shells. [13]<br />			贿		bribe; to offer a bribe
貢	Tribute			gòng	0077	10	A tribute has a kind of double meaning in English: honor paid<br />freely and money (shells) collected by coercion. Simply because<br />a ruler bestows a noble name on a deed is hardly any consola-<br />tion to the masses who must part with their hard-earned shells.<br />Little wonder that this ancient work of gathering money by call-<br />ing it a tribute has given way to a name closer to how it feels to<br />those who pay it: a tax. [10]<br />			贡		tribute, gifts
項	Item			xiàng	0078	12	"To the right we see a page and to the left an element for I-beam.<br />The item referred to here is not some specific object but an<br />entry on an ""itemized"" list. Each item in the list you have to<br />imagine here is preceded by a little I-beam―not a drawing, but<br />an actual iron I-beam. Imagine lugging a list like that around<br />the grocery store! [12]<br />"			项		item, thing; sum (of money)
刀	Sword		In the form of the character, this primitive means a <i>dagger</i>. When it appears to the right of another element, it is commonly stretched out like this 刂, and like this 'J when to the left of another element. In these cases, it will take the sense of a great and flashing <i>saber</i>, a meaning it gets from a character to be introduced in Book 2.	dāo	0079	2	Although this character no longer looks very much like a sword,<br />it does have some resemblance to the handle of the sword. As<br />it turns out, this is to our advantage, in that it helps us make a<br />distinction between two primitive elements based on this char-<br />acter. [2]<br />			刀		knife, dagger
刃	Blade			rèn	0080	3	Think of using a dagger as a razor blade, and it shouldn't be<br>hard to imagine cutting yourself. See the little drop of blood<br>dripping off the blade? [3]			刃		blade; edge of blade
切	to cut			qiē	0081	4	To the right we see the dagger and next to it the number seven,<br />whose primitive meaning we decided would be diced (frame<br />7). It is hard to cut meat or vegetables with a knife without<br />imagining one of those skillful Japanese chefs. Only let us say<br />that he has had too much sake to drink at a party, grabs a dag-<br />ger lying on the mantelpiece and starts dicing up everything in<br />sight, starting with the hors d'oeuvres and going on to cut up<br />the furniture and carpets.... [4]			切		to cut, slice, chop
召	to summon		The primitive meaning remains the same. Just be sure to associate it with a very concrete image, such as a prosecutor at your door with a document that summons you to appear in court. /<div>&nbsp; <b>Pentagram</b></div>	zhào	0082	5	A sword or dagger poised over a mouth is how the character<br />used to summon a person is written. Note the immediate―how<br />shall we put it politely?―Freudian implications of the charac-<br />ter. (Observe, too, if you will, that it is not at all clear whether<br />the long slender object is summoning the small round one or<br />vice versa.) [5]		visualization: pentagram	召		to call together, summon, convene
昭	evident			zhāo	0083	9	"Nothing quite works to make something evident like ""evidence""<br />that backs it up. Here we see a lawyer who summons the sun<br />down from the noonday sky to stand as a witness and make the<br />facts as evident as can be. [9]"			昭		manifest, clear, obvious, evident
則	Rule			zé	0084	9	The character depicts a clam alongside a great and flashing<br />saber. Think of digging for clams in an area where there are<br />gaming rules governing how large a find has to be before you<br />can keep it. So you take your trusty saber, which you have care-<br />fully notched like a yardstick, crack open a clam and then mea-<br />sure the poor little beastie to see if it is as long as the rules say it<br />has to be. [9]			则		rule, law, regulation; general principle
副	vice—			fù	0085	11	The key word vice- has the sense of someone second-in-com-<br />mand. The great and flashing saber to the right (its usual loca-<br />tion, so you need not worry about where to put it from now<br />on) and the wealth on the left combine to create an image of<br />dividing one's property to give a share to one's vice-wealth-<br />holder. [11]			副		secondary, auxiliary; deputy, assistant, vice-
丁	fourth		When used as a primitive, the character changes its meaning to <i>nail</i> or <i>spike</i>.	dīng	0086	2	This character is fourth in a system of enumeration from first to<br />tenth based on an ancient lunar calendar and referred to as &quot;the<br />celestial stems.&quot; What it shows us is someone waiting fourth in<br />line, using a giant metal spike as a makeshift chair. [2]			丁		4th Heavenly Stem; [nail]; 4th (in order); man, cube
叮	to sting			dīng	0087	5	You know how a bee stings, right? It drives the little barbed<br />spike in its bottom into your skin and then pulls away. Of course,<br />as we noted way back in frame 11, the primitive element for<br />mouth can refer to any kind of orifice, but imagine the damage<br />a bee could inflict if it could sting with its mouth at the same<br />time―a kind of bi-polar attack. [5]	(mosquito bite)		叮		sting (mosquito bite); to stick to a point; ask repeatedly
可	can			kě	0088	5	"To begin with, you will notice that this character is composed of<br>the very same elements as that of the former frame. Only their<br>arrangement is different.<br>Remember the story about the ""Little Engine that Could""<br>when you hear this key word, and the rest is simple. See the<br>determined little locomotive huffing and puffing up the moun-<br>tain―""I think I can, I think I can...""―spitting railroad spikes<br>out of its mouth as it chews up the line to the top. [5]"			可		can; may; able to
